year,mileage,engineSize,transmission,model,fuelType,price
2019,2894,1,Manual, Focus,Petrol,19230
2019,3058,1,Manual, Focus,Petrol,17390
2018,30699,1.5,Manual, Focus,Petrol,11999
2019,5294,1,Manual, Focus,Petrol,17300
2019,4725,1,Manual, Focus,Petrol,16730
2019,2117,1,Manual, Focus,Petrol,17410
2019,4892,1,Manual, Focus,Petrol,17520
2019,2905,1,Manual, Focus,Petrol,17390
2018,10286,1,Manual, Focus,Petrol,15500
2017,11133,1.5,Manual, Focus,Diesel,11200
2019,3919,2.3,Manual, Focus,Petrol,26030
2018,12428,1,Manual, Focus,Petrol,12999
2017,9793,1,Manual, Focus,Petrol,11253
2018,10561,1,Manual, Focus,Petrol,16750
2018,18608,1,Manual, Focus,Petrol,14497
2015,40000,1,Manual, Focus,Petrol,7981
2017,29891,1,Manual, Focus,Petrol,10760
2015,50124,1.5,Manual, Focus,Diesel,7830
2018,3345,1,Manual, Focus,Petrol,12390
2017,21861,1.5,Manual, Focus,Diesel,9500
2018,12250,2,Manual, Focus,Petrol,19450
2019,4650,1,Manual, Focus,Petrol,17450
2018,21149,1,Manual, Focus,Petrol,12950
2017,35450,1,Manual, Focus,Petrol,8950
2019,8508,1,Manual, Focus,Petrol,14450
2014,23691,1,Manual, Focus,Petrol,7950
2017,29254,1,Manual, Focus,Petrol,10450
2017,20266,1,Manual, Focus,Petrol,11450
2017,19686,1,Manual, Focus,Petrol,10497
2017,26437,1,Manual, Focus,Petrol,9774
2017,9667,1,Manual, Focus,Petrol,10990
2018,20132,2,Manual, Focus,Petrol,18250
2018,12928,1,Manual, Focus,Petrol,13497
2018,17734,1,Manual, Focus,Petrol,13997
2018,16558,1,Manual, Focus,Petrol,11497
2013,48659,1,Manual, Focus,Petrol,6100
2013,55253,1.6,Manual, Focus,Diesel,5960
2014,35201,1,Manual, Focus,Petrol,7676
2016,25780,2,Manual, Focus,Diesel,14237
2018,8900,1,Manual, Focus,Petrol,14280
2013,57890,1.6,Manual, Focus,Diesel,5902
2019,15178,1,Manual, Focus,Petrol,13990
2018,8761,1,Manual, Focus,Petrol,13650
2018,13638,1,Manual, Focus,Petrol,13250
2018,18954,1,Manual, Focus,Petrol,10750
2017,15640,1,Manual, Focus,Petrol,10950
2017,14301,1,Manual, Focus,Petrol,10950
2018,15442,1,Manual, Focus,Petrol,12950
2018,12528,1,Manual, Focus,Petrol,10999
2018,8586,1,Manual, Focus,Petrol,12250
2017,18095,1,Manual, Focus,Petrol,11450
2017,27188,2,Manual, Focus,Petrol,17950
2017,11892,1,Manual, Focus,Petrol,11350
2018,10467,1,Manual, Focus,Petrol,13950
2019,2662,1.5,Automatic, Focus,Diesel,19300
2019,6644,2,Automatic, Focus,Diesel,20390
2017,14842,1,Manual, Focus,Petrol,12950
2017,24659,1.5,Manual, Focus,Diesel,10250
2018,12967,1,Manual, Focus,Petrol,13157
2017,14436,1,Manual, Focus,Petrol,10750
2017,9865,1,Manual, Focus,Petrol,12247
2017,20613,1,Manual, Focus,Petrol,9999
2018,7166,1,Manual, Focus,Petrol,13617
2018,9633,2,Manual, Focus,Diesel,17450
2018,5071,2,Manual, Focus,Petrol,19766
2019,6108,1,Manual, Focus,Petrol,16450
2018,12302,1,Manual, Focus,Petrol,11250
2019,6283,1,Manual, Focus,Petrol,15950
2018,19729,1,Manual, Focus,Petrol,13450
2016,16006,1,Manual, Focus,Petrol,11450
2019,4637,1,Manual, Focus,Petrol,15750
2018,17897,1,Manual, Focus,Petrol,13450
2019,9212,1,Manual, Focus,Petrol,16950
2018,18442,1,Manual, Focus,Petrol,12650
2017,14662,1,Manual, Focus,Petrol,11999
2019,6984,1.5,Manual, Focus,Diesel,17200
2019,4487,2,Manual, Focus,Diesel,17800
2017,4948,1.5,Manual, Focus,Diesel,12410
2016,70709,1.5,Manual, Focus,Diesel,7500
2019,4798,1,Manual, Focus,Petrol,15920
2017,21044,1,Manual, Focus,Petrol,10490
2018,7687,1,Manual, Focus,Petrol,16950
2017,21136,1,Manual, Focus,Petrol,10997
2019,7885,1.5,Manual, Focus,Diesel,15490
2019,5920,1,Manual, Focus,Petrol,17790
2017,25668,1,Automatic, Focus,Petrol,9620
2017,14576,1,Manual, Focus,Petrol,10490
2018,14064,1,Manual, Focus,Petrol,13341
2018,7888,1,Manual, Focus,Petrol,12997
2017,28310,1,Manual, Focus,Petrol,10490
2017,14205,1,Manual, Focus,Petrol,9990
2017,9612,1,Manual, Focus,Petrol,12997
2017,16967,2,Manual, Focus,Petrol,18690
2016,57477,1.5,Manual, Focus,Diesel,9059
2019,7562,1,Manual, Focus,Petrol,17520
2019,11834,2,Automatic, Focus,Diesel,17890
2013,24433,1.6,Manual, Focus,Diesel,6921
2019,2798,1,Manual, Focus,Petrol,17520
2019,4792,1,Manual, Focus,Petrol,17520
2019,6871,1,Manual, Focus,Petrol,17520
2019,1011,1,Manual, Focus,Petrol,21972
2019,4753,1,Manual, Focus,Petrol,19000
2019,3400,1,Manual, Focus,Petrol,19000
2019,7231,1,Manual, Focus,Petrol,15597
2016,19065,2,Manual, Focus,Petrol,16597
2018,4212,1,Manual, Focus,Petrol,14497
2018,17916,1,Manual, Focus,Petrol,10597
2016,52570,1.5,Manual, Focus,Diesel,7897
2013,69420,1,Manual, Focus,Petrol,5297
2018,15916,1,Manual, Focus,Petrol,12950
2019,10,1,Manual, Focus,Petrol,21995
2019,11689,1,Automatic, Focus,Petrol,16495
2019,10000,1.5,Manual, Focus,Diesel,16995
2018,17152,1,Manual, Focus,Petrol,11490
2019,12814,1.5,Manual, Focus,Diesel,15990
2018,11350,2,Manual, Focus,Diesel,18990
2018,13768,1,Manual, Focus,Petrol,12595
2018,11612,1,Manual, Focus,Petrol,13995
2018,20145,2,Manual, Focus,Petrol,19698
2017,32160,1,Manual, Focus,Petrol,9798
2015,33539,1.5,Manual, Focus,Diesel,8798
2018,26491,1.5,Manual, Focus,Diesel,15490
2017,10000,1,Manual, Focus,Petrol,13990
2019,10279,1,Manual, Focus,Petrol,15995
2017,28303,1.5,Manual, Focus,Diesel,10595
2013,77886,1.6,Manual, Focus,Diesel,5995
2018,9954,1,Manual, Focus,Petrol,17290
2019,12739,1,Manual, Focus,Petrol,14498
2017,7426,1,Manual, Focus,Petrol,10998
2017,16001,2,Manual, Focus,Diesel,17998
2016,41157,2,Manual, Focus,Petrol,14998
2016,44106,2,Manual, Focus,Diesel,13498
2016,26023,2,Manual, Focus,Diesel,15998
2018,18003,2,Manual, Focus,Diesel,18998
2018,15012,1,Manual, Focus,Petrol,13498
2016,25487,1,Manual, Focus,Petrol,8895
2017,21617,2,Manual, Focus,Diesel,16500
2017,9574,1,Manual, Focus,Petrol,11900
2018,19730,1,Manual, Focus,Petrol,12500
2017,15410,1.5,Manual, Focus,Diesel,11200
2018,8026,1,Manual, Focus,Petrol,13000
2018,7506,2,Manual, Focus,Diesel,19395
2014,30500,1.6,Manual, Focus,Diesel,7800
2015,27097,1.5,Manual, Focus,Diesel,10000
2019,26443,1,Manual, Focus,Petrol,6900
2019,10836,2,Manual, Focus,Diesel,24900
2016,15610,1,Manual, Focus,Petrol,10500
2017,35452,1.5,Manual, Focus,Diesel,9900
2017,18549,2,Manual, Focus,Petrol,16500
2019,10648,1,Manual, Focus,Petrol,15200
2017,14929,2.3,Manual, Focus,Petrol,26900
2018,1694,1.5,Manual, Focus,Petrol,18300
2018,2772,1,Manual, Focus,Petrol,15000
2018,2586,1.5,Manual, Focus,Petrol,18000
2018,8213,2,Manual, Focus,Diesel,18990
2019,12095,1.5,Manual, Focus,Diesel,17590
2017,9080,1,Manual, Focus,Petrol,11998
2016,49974,1.5,Manual, Focus,Diesel,8498
2017,8794,1.5,Manual, Focus,Diesel,13298
2018,16210,1.5,Manual, Focus,Diesel,14495
2018,18569,1,Manual, Focus,Petrol,12795
2019,11885,1,Manual, Focus,Petrol,17495
2019,11939,1,Manual, Focus,Petrol,17495
2017,23708,2,Manual, Focus,Petrol,16000
2019,90,1,Manual, Focus,Petrol,17995
2019,3366,1.5,Automatic, Focus,Diesel,17295
2018,18300,1,Manual, Focus,Petrol,12995
2018,21800,2,Manual, Focus,Petrol,18295
2018,24000,1,Manual, Focus,Petrol,11995
2018,21000,1,Manual, Focus,Petrol,12395
2020,4841,1.5,Automatic, Focus,Diesel,20491
2019,12388,1.5,Manual, Focus,Diesel,15960
2019,9550,1.5,Manual, Focus,Diesel,15950
2017,15265,1,Manual, Focus,Petrol,10998
2017,31265,1,Manual, Focus,Petrol,10998
2019,8132,1,Manual, Focus,Petrol,16195
2014,45478,1,Manual, Focus,Petrol,6390
2018,11842,1,Manual, Focus,Petrol,13000
2017,11856,2,Manual, Focus,Diesel,17000
2018,14130,1.5,Manual, Focus,Diesel,12400
2017,51643,1,Manual, Focus,Petrol,8498
2018,23732,1,Manual, Focus,Petrol,13698
2018,10901,2,Manual, Focus,Petrol,18998
2018,27654,1.5,Manual, Focus,Diesel,15498
2018,19359,1,Manual, Focus,Petrol,11698
2016,31500,1.5,Manual, Focus,Diesel,10142
2019,10111,1.5,Manual, Focus,Diesel,16030
2017,19859,1.5,Manual, Focus,Diesel,13430
2018,14398,2,Manual, Focus,Petrol,17400
2017,19694,2,Manual, Focus,Petrol,15750
2019,9845,1,Manual, Focus,Petrol,15400
2019,12221,1,Manual, Focus,Petrol,15360
2019,10282,1.5,Manual, Focus,Diesel,15760
2019,12100,1,Manual, Focus,Petrol,15270
2017,6736,1,Manual, Focus,Petrol,10498
2018,12117,2,Manual, Focus,Petrol,18491
2018,11011,1,Semi-Auto, Focus,Petrol,11779
2019,6388,1.5,Manual, Focus,Diesel,15750
2019,15811,1.5,Manual, Focus,Diesel,15510
2016,9012,1,Manual, Focus,Petrol,10000
2016,15545,1.5,Manual, Focus,Diesel,9450
2019,13451,1,Manual, Focus,Petrol,14740
2018,13559,1,Manual, Focus,Petrol,12498
2019,22859,1,Manual, Focus,Petrol,16998
2018,30690,2,Manual, Focus,Diesel,17498
2017,15430,1.5,Manual, Focus,Diesel,11498
2019,11325,1,Manual, Focus,Petrol,14491
2019,13649,1,Manual, Focus,Petrol,14291
2017,45151,1.5,Manual, Focus,Diesel,8870
2017,11518,2,Manual, Focus,Petrol,17000
2017,20533,1,Manual, Focus,Petrol,10000
2018,19460,1.5,Manual, Focus,Petrol,12050
2019,5016,2,Automatic, Focus,Diesel,18550
2015,65825,1.5,Manual, Focus,Diesel,6730
2017,10843,2,Manual, Focus,Petrol,18610
2017,35210,1,Manual, Focus,Petrol,8540
2019,5011,1,Manual, Focus,Petrol,15580
2018,7024,1.5,Manual, Focus,Diesel,14370
2017,16515,1,Semi-Auto, Focus,Petrol,12430
2014,11254,1,Manual, Focus,Petrol,8391
2018,10662,1,Manual, Focus,Petrol,11991
2016,31136,1,Manual, Focus,Petrol,9321
2017,15019,1,Manual, Focus,Petrol,10057
2018,28068,2,Manual, Focus,Diesel,17498
2013,29353,1,Manual, Focus,Petrol,6991
2017,15309,2,Manual, Focus,Petrol,18047
2018,12664,1,Manual, Focus,Petrol,12390
2018,15071,1.5,Manual, Focus,Diesel,12000
2017,15892,1,Manual, Focus,Petrol,10820
2017,5597,2,Manual, Focus,Petrol,17750
2017,19907,1,Manual, Focus,Petrol,9991
2018,9695,1,Manual, Focus,Petrol,13380
2019,13712,1,Manual, Focus,Petrol,14991
2013,52328,1,Manual, Focus,Petrol,6250
2018,11710,1,Manual, Focus,Petrol,13060
2016,34475,1.5,Manual, Focus,Diesel,9000
2020,3767,1.5,Automatic, Focus,Diesel,20991
2019,6810,1,Manual, Focus,Petrol,15460
2019,5372,1.5,Manual, Focus,Diesel,15780
2019,2583,1.5,Manual, Focus,Petrol,19950
2019,3591,1,Manual, Focus,Petrol,15391
2017,42903,1.5,Manual, Focus,Diesel,10170
2015,50360,1.5,Manual, Focus,Diesel,7380
2019,6259,1.5,Manual, Focus,Diesel,15940
2017,19399,1.5,Manual, Focus,Diesel,11491
2018,17227,2,Manual, Focus,Petrol,18250
2017,35006,1,Manual, Focus,Petrol,9290
2016,25259,1,Automatic, Focus,Petrol,10700
2014,44117,1,Manual, Focus,Petrol,6791
2019,5852,1,Manual, Focus,Petrol,15470
2019,3422,1,Manual, Focus,Petrol,15470
2019,10235,1,Manual, Focus,Petrol,15390
2019,6484,1,Manual, Focus,Petrol,15590
2019,8000,1,Manual, Focus,Petrol,15590
2017,16768,1.5,Manual, Focus,Diesel,10731
2018,7330,1,Manual, Focus,Petrol,11250
2016,21922,1.5,Manual, Focus,Petrol,11220
2017,49311,1.5,Manual, Focus,Diesel,9551
2016,18646,2,Manual, Focus,Petrol,15795
2018,14668,1,Manual, Focus,Petrol,11397
2017,20744,1,Manual, Focus,Petrol,11697
2014,37396,1,Manual, Focus,Petrol,6997
2019,1310,1,Manual, Focus,Petrol,15497
2018,21675,2,Manual, Focus,Petrol,18367
2019,11085,1.5,Manual, Focus,Diesel,15170
2019,11543,1,Manual, Focus,Petrol,14390
2020,5750,1.5,Automatic, Focus,Diesel,20390
2019,8459,1,Manual, Focus,Petrol,17520
2019,4487,1,Manual, Focus,Petrol,17520
2016,37460,1.5,Manual, Focus,Diesel,8780
2018,14005,2,Manual, Focus,Petrol,18600
2017,14535,2,Manual, Focus,Petrol,18367
2017,16282,2,Manual, Focus,Petrol,17267
2019,5920,1,Manual, Focus,Petrol,17420
2019,5127,1,Manual, Focus,Petrol,17520
2017,10200,2,Manual, Focus,Diesel,17997
2018,24634,1.5,Manual, Focus,Diesel,11969
2019,5979,1,Manual, Focus,Petrol,15390
2017,38389,1,Manual, Focus,Petrol,8891
2019,5000,1,Manual, Focus,Petrol,16530
2018,15654,1.5,Manual, Focus,Diesel,11950
2017,26508,1.5,Manual, Focus,Diesel,11620
2019,3061,1,Manual, Focus,Petrol,15530
2019,6602,1,Manual, Focus,Petrol,15000
2019,9248,2.3,Manual, Focus,Petrol,24290
2017,23928,1,Manual, Focus,Petrol,10980
2014,75359,2,Manual, Focus,Petrol,10302
2019,5,1,Manual, Focus,Petrol,15590
2019,6692,1,Manual, Focus,Petrol,15390
2019,11237,1,Manual, Focus,Petrol,15310
2018,19642,2,Manual, Focus,Petrol,17797
2016,25957,1.5,Manual, Focus,Diesel,10291
2013,64470,2,Manual, Focus,Petrol,9891
2018,10001,2,Manual, Focus,Petrol,19491
2016,56798,1.5,Manual, Focus,Diesel,9910
2017,29824,2,Manual, Focus,Petrol,15670
2015,33203,1.5,Manual, Focus,Diesel,8270
2016,30970,1.5,Manual, Focus,Diesel,10491
2017,29865,1.5,Manual, Focus,Diesel,10991
2017,21020,1.5,Manual, Focus,Diesel,10995
2017,13013,1,Manual, Focus,Petrol,12995
2018,7000,1,Manual, Focus,Petrol,13250
2018,32860,1.5,Manual, Focus,Diesel,12591
2017,24111,1.5,Automatic, Focus,Petrol,12380
2014,18234,1.6,Semi-Auto, Focus,Petrol,8110
2015,50004,1.5,Manual, Focus,Diesel,8540
2017,29475,1.5,Manual, Focus,Diesel,10620
2018,9712,1,Manual, Focus,Petrol,12491
2018,5467,1,Manual, Focus,Petrol,13271
2018,7983,1,Manual, Focus,Petrol,13580
2018,13169,2,Manual, Focus,Petrol,18497
2016,46923,1.5,Manual, Focus,Diesel,8600
2019,13890,2,Automatic, Focus,Diesel,19240
2019,3802,2.3,Manual, Focus,Petrol,26230
2015,21945,1,Manual, Focus,Petrol,9380
2018,8207,1,Semi-Auto, Focus,Petrol,13350
2014,67951,2,Manual, Focus,Diesel,7211
2018,7777,2,Manual, Focus,Petrol,18950
2018,12690,1,Manual, Focus,Petrol,16625
2018,8976,1,Manual, Focus,Petrol,13250
2017,24187,2,Automatic, Focus,Diesel,16757
2018,11597,2,Manual, Focus,Diesel,18797
2019,9435,1.5,Manual, Focus,Petrol,18520
2019,1103,1.5,Manual, Focus,Petrol,19950
2019,5091,1.5,Automatic, Focus,Diesel,19500
2019,6499,2.3,Manual, Focus,Petrol,25520
2019,9938,1.5,Manual, Focus,Diesel,16890
2017,40828,1.5,Manual, Focus,Diesel,9740
2017,7199,2,Manual, Focus,Petrol,17750
2015,13370,1.6,Semi-Auto, Focus,Petrol,9880
2018,7527,1,Manual, Focus,Petrol,13980
2018,27291,1.5,Manual, Focus,Diesel,11490
2017,8805,1,Semi-Auto, Focus,Petrol,11991
2017,35978,1.5,Manual, Focus,Diesel,10691
2018,21289,1,Manual, Focus,Petrol,11491
2013,65824,1.6,Manual, Focus,Petrol,5391
2017,14950,1,Manual, Focus,Petrol,10250
2018,9174,1,Manual, Focus,Petrol,13897
2017,15267,1,Manual, Focus,Petrol,10450
2018,12655,1,Manual, Focus,Petrol,13997
2017,32688,1,Manual, Focus,Petrol,9497
2018,13146,1,Manual, Focus,Petrol,11997
2017,10708,1,Manual, Focus,Petrol,11997
2018,7066,1,Manual, Focus,Petrol,14497
2018,16286,1.5,Manual, Focus,Diesel,13690
2019,4877,1,Manual, Focus,Petrol,17990
2018,10606,1,Manual, Focus,Petrol,13700
2018,13892,1.5,Manual, Focus,Diesel,13220
2016,32294,1.5,Automatic, Focus,Diesel,10790
2019,11214,1,Automatic, Focus,Petrol,16160
2019,10567,1,Manual, Focus,Petrol,15360
2019,14234,1,Manual, Focus,Petrol,15270
2017,30186,1.5,Manual, Focus,Diesel,11500
2015,54224,1,Manual, Focus,Petrol,7660
2014,28009,1,Manual, Focus,Petrol,7799
2014,51443,1.5,Manual, Focus,Diesel,7800
2014,48308,1.6,Semi-Auto, Focus,Petrol,7222
2019,5739,1,Manual, Focus,Petrol,15590
2017,35877,1.5,Manual, Focus,Diesel,10391
2015,35157,2,Manual, Focus,Diesel,13291
2018,25339,1.5,Manual, Focus,Diesel,11800
2019,10056,1,Manual, Focus,Petrol,15290
2019,13340,1,Manual, Focus,Petrol,15295
2017,30228,1,Automatic, Focus,Petrol,10810
2016,33566,2,Manual, Focus,Diesel,15066
2015,32620,1.5,Manual, Focus,Diesel,8500
2013,48336,1.6,Manual, Focus,Diesel,6940
2018,11587,2,Manual, Focus,Diesel,17000
2018,16226,2,Manual, Focus,Petrol,18500
2017,29888,1.5,Manual, Focus,Diesel,10000
2018,13867,2,Manual, Focus,Petrol,18800
2017,24670,1.5,Manual, Focus,Diesel,10000
2017,21567,1.5,Manual, Focus,Diesel,11000
2019,8221,1.5,Automatic, Focus,Diesel,17900
2019,4393,1.5,Manual, Focus,Diesel,14200
2016,41940,1.5,Manual, Focus,Diesel,9082
2015,34017,1.6,Manual, Focus,Diesel,7995
2018,14903,2,Manual, Focus,Diesel,17000
2019,6074,2,Manual, Focus,Diesel,25400
2018,4274,2,Automatic, Focus,Diesel,18900
2018,23968,1,Manual, Focus,Petrol,10491
2019,6435,2,Automatic, Focus,Diesel,18420
2019,11365,1,Manual, Focus,Petrol,14990
2019,2492,1,Manual, Focus,Petrol,17217
2017,16330,1,Manual, Focus,Petrol,10000
2019,5,1.5,Manual, Focus,Diesel,16410
2019,8895,1,Manual, Focus,Petrol,15590
2017,18150,1,Semi-Auto, Focus,Petrol,11510
2017,22093,2,Manual, Focus,Diesel,17197
2018,10103,1,Manual, Focus,Petrol,14791
2019,5236,1,Manual, Focus,Petrol,17520
2019,10018,1.5,Manual, Focus,Petrol,19110
2014,47394,1.6,Manual, Focus,Diesel,7730
2017,9654,1,Manual, Focus,Petrol,11800
2015,25169,1.5,Manual, Focus,Diesel,8498
2019,15305,2,Manual, Focus,Diesel,16798
2015,33986,2,Manual, Focus,Petrol,13352
2019,7862,1,Manual, Focus,Petrol,14110
2019,4281,1,Automatic, Focus,Petrol,17500
2019,4132,1,Manual, Focus,Petrol,17520
2020,2525,1,Manual, Focus,Petrol,19990
2019,2269,1,Manual, Focus,Petrol,17520
2019,3121,1,Manual, Focus,Petrol,17520
2019,4764,1,Manual, Focus,Petrol,17520
2018,13081,2,Manual, Focus,Diesel,18987
2016,61087,1.5,Manual, Focus,Diesel,8500
2016,19816,1,Automatic, Focus,Petrol,10290
2014,42829,1.6,Manual, Focus,Petrol,8794
2017,23500,1,Manual, Focus,Petrol,11600
2019,10900,1,Manual, Focus,Petrol,15600
2020,5588,1.5,Automatic, Focus,Diesel,19990
2019,8958,1,Manual, Focus,Petrol,15470
2018,4915,1.5,Manual, Focus,Diesel,13750
2017,10672,1.5,Semi-Auto, Focus,Diesel,11920
2017,39382,1,Manual, Focus,Petrol,9500
2016,46507,1.5,Manual, Focus,Diesel,8750
2018,9500,1,Manual, Focus,Petrol,12999
2016,12948,1.6,Semi-Auto, Focus,Petrol,10699
2019,1981,1,Manual, Focus,Petrol,17520
2019,12580,1,Manual, Focus,Petrol,17020
2018,20790,1,Manual, Focus,Petrol,12630
2018,18400,2,Manual, Focus,Diesel,18567
2018,23496,1,Manual, Focus,Petrol,13291
2019,1592,1,Manual, Focus,Petrol,16950
2018,10558,2,Manual, Focus,Petrol,17700
2019,4084,1.5,Automatic, Focus,Diesel,18020
2019,13245,1.5,Manual, Focus,Diesel,16410
2014,45599,2,Manual, Focus,Petrol,12500
2018,5909,2,Manual, Focus,Petrol,18000
2017,14457,2,Manual, Focus,Diesel,18490
2018,28526,1.5,Manual, Focus,Diesel,10995
2017,2240,1,Manual, Focus,Petrol,11999
2015,27792,1,Manual, Focus,Petrol,7990
2015,43919,1,Manual, Focus,Petrol,7600
2017,30261,1.5,Manual, Focus,Diesel,10390
2018,4544,1.5,Manual, Focus,Diesel,15295
2019,9695,1,Manual, Focus,Petrol,15295
2019,11817,1,Manual, Focus,Petrol,15295
2018,965,1,Manual, Focus,Petrol,20995
2018,36413,2,Semi-Auto, Focus,Diesel,17495
2017,13800,1.5,Automatic, Focus,Petrol,12891
2017,49031,1.5,Automatic, Focus,Petrol,9920
2015,73831,1.5,Manual, Focus,Diesel,7500
2017,13219,1,Manual, Focus,Petrol,10680
2019,9024,1,Manual, Focus,Petrol,19210
2018,10822,1,Manual, Focus,Petrol,11000
2019,7412,1,Manual, Focus,Petrol,16295
2017,13318,1,Manual, Focus,Petrol,12000
2016,35199,1,Manual, Focus,Petrol,9897
2019,12556,1,Manual, Focus,Petrol,15295
2018,22052,1,Manual, Focus,Petrol,14491
2019,8109,1,Manual, Focus,Petrol,15330
2019,10794,1,Manual, Focus,Petrol,15450
2019,6121,1,Manual, Focus,Petrol,18491
2019,5908,1.5,Manual, Focus,Diesel,14540
2019,17520,1,Automatic, Focus,Petrol,17991
2018,23890,1.5,Manual, Focus,Diesel,11500
2014,29160,1,Manual, Focus,Petrol,7999
2016,19508,1.5,Manual, Focus,Diesel,10350
2018,15254,2,Manual, Focus,Petrol,18499
2019,4595,1,Manual, Focus,Petrol,17520
2015,27109,1,Manual, Focus,Petrol,7998
2015,65273,1.5,Manual, Focus,Diesel,8490
2017,63686,2,Manual, Focus,Diesel,11490
2019,10592,1,Manual, Focus,Petrol,16000
2019,4581,1,Manual, Focus,Petrol,18795
2019,8911,1,Manual, Focus,Petrol,16295
2019,8800,1.5,Manual, Focus,Diesel,19000
2019,7200,1.5,Manual, Focus,Petrol,18500
2019,4870,1,Manual, Focus,Petrol,17295
2019,2160,1,Manual, Focus,Petrol,17500
2019,2901,1,Manual, Focus,Petrol,16500
2018,11148,1,Manual, Focus,Petrol,13597
2015,39588,1.5,Manual, Focus,Diesel,8497
2018,5055,1,Manual, Focus,Petrol,13150
2018,8781,2,Manual, Focus,Petrol,17850
2016,15618,1,Semi-Auto, Focus,Petrol,11625
2019,5998,2,Automatic, Focus,Diesel,21925
2018,19338,1,Manual, Focus,Petrol,11250
2019,10857,1.5,Manual, Focus,Diesel,17725
2019,6325,1,Manual, Focus,Petrol,17325
2015,60661,1,Manual, Focus,Petrol,7260
2017,25782,2,Semi-Auto, Focus,Diesel,16980
2017,25887,1.5,Manual, Focus,Diesel,9940
2015,61689,1.5,Manual, Focus,Diesel,6980
2017,8881,1,Semi-Auto, Focus,Petrol,12790
2018,9311,1.5,Manual, Focus,Petrol,13790
2019,11370,1.5,Manual, Focus,Diesel,16998
2017,40850,1.5,Manual, Focus,Diesel,11498
2019,9876,1,Manual, Focus,Petrol,15340
2014,80427,2,Manual, Focus,Diesel,6591
2019,9968,1,Manual, Focus,Petrol,15330
2018,19055,2,Manual, Focus,Petrol,18090
2016,30088,1.5,Manual, Focus,Diesel,9677
2016,11990,1,Automatic, Focus,Petrol,10417
2017,7299,1.5,Manual, Focus,Diesel,12795
2018,11086,1,Manual, Focus,Petrol,11795
2018,9795,1,Manual, Focus,Petrol,14999
2017,30905,2,Manual, Focus,Diesel,11499
2015,36574,1,Manual, Focus,Petrol,8990
2016,59407,1,Manual, Focus,Petrol,9990
2018,8624,2,Manual, Focus,Petrol,18990
2019,5114,2,Automatic, Focus,Diesel,15790
2016,16107,2,Manual, Focus,Diesel,15990
2019,6314,1,Manual, Focus,Petrol,15990
2019,2903,2.3,Manual, Focus,Petrol,26490
2018,20294,2,Manual, Focus,Petrol,18995
2018,19139,2,Manual, Focus,Diesel,18998
2016,62228,1.5,Manual, Focus,Diesel,7498
2018,21123,1,Manual, Focus,Petrol,11095
2016,21156,1,Semi-Auto, Focus,Petrol,10291
2020,5500,1,Manual, Focus,Petrol,18495
2014,31103,1,Manual, Focus,Petrol,7491
2014,28598,1,Manual, Focus,Petrol,7830
2019,5589,2,Automatic, Focus,Diesel,19500
2019,5672,2,Manual, Focus,Diesel,19000
2019,3374,1.5,Automatic, Focus,Diesel,19500
2019,6156,1.5,Manual, Focus,Diesel,20000
2019,6307,2,Automatic, Focus,Diesel,19500
2019,5396,1,Manual, Focus,Petrol,15295
2019,9209,1,Manual, Focus,Petrol,16000
2018,16473,1,Manual, Focus,Petrol,11999
2017,15712,1.5,Manual, Focus,Diesel,10499
2016,23784,1,Manual, Focus,Petrol,8999
2018,21997,1.5,Manual, Focus,Diesel,13999
2017,16016,1.5,Manual, Focus,Diesel,10499
2018,13860,1,Semi-Auto, Focus,Petrol,12999
2018,15814,1,Manual, Focus,Petrol,11992
2015,22224,1.5,Manual, Focus,Diesel,9498
2013,59812,1.6,Manual, Focus,Petrol,5498
2014,68650,1.6,Manual, Focus,Diesel,6998
2017,27403,2,Manual, Focus,Diesel,16271
2017,17343,2,Manual, Focus,Petrol,16997
2018,23842,1.5,Manual, Focus,Diesel,12800
2014,23478,1,Manual, Focus,Petrol,7480
2014,51986,1.6,Manual, Focus,Diesel,7695
2015,29711,1.6,Manual, Focus,Diesel,9000
2016,41020,1.5,Manual, Focus,Diesel,9250
2015,10414,1,Manual, Focus,Petrol,9400
2018,14025,1.5,Manual, Focus,Diesel,14000
2019,9236,1,Manual, Focus,Petrol,14000
2018,11923,2,Manual, Focus,Petrol,19000
2016,22220,1.5,Manual, Focus,Diesel,11795
2018,6501,1.5,Manual, Focus,Diesel,14295
2019,23477,1,Manual, Focus,Petrol,14800
2019,5301,1,Manual, Focus,Petrol,15390
2017,11323,2,Manual, Focus,Petrol,18250
2018,26694,1,Semi-Auto, Focus,Petrol,11790
2018,19017,2,Manual, Focus,Petrol,18647
2018,33362,1.5,Manual, Focus,Diesel,13270
2019,8421,1,Automatic, Focus,Petrol,15295
2017,14681,1,Semi-Auto, Focus,Petrol,11080
2015,39621,1.5,Manual, Focus,Diesel,7990
2013,34996,1,Manual, Focus,Petrol,6920
2019,8400,1,Manual, Focus,Petrol,18990
2017,23554,2,Manual, Focus,Petrol,14960
2019,10985,1.5,Manual, Focus,Diesel,17970
2019,6214,1,Automatic, Focus,Petrol,17160
2019,4827,1,Manual, Focus,Petrol,17750
2020,2738,1.5,Automatic, Focus,Diesel,20391
2017,29478,1.5,Manual, Focus,Diesel,11990
2017,18291,1,Manual, Focus,Petrol,10150
2018,6660,1,Automatic, Focus,Petrol,15375
